Time,People,Distance_Home,Distance_Police,Distance_Pop,Risk_Time,Risk_People,Risk_Home,Risk_Police,Risk_Pop,Total_Risk,
18.40280738,5,19.23515028,3.07540929,4.265307692,2.655607379,8.230406265,8.155248089,5.592165352,7.891525358,7.028582286,
7.73682734,4,26.02900757,1.783930341,4.075066516,7.653254352,8.549846025,10.32928242,4.099623905,7.443447856,7.594110262,
4.277663137,3,24.82127303,2.102612681,3.009944652,9.81084284,8.885663811,9.942807371,4.397116011,5.4957047,7.274913133,
19.8480267,4,15.51655406,1.313270999,3.435624139,3.608400753,8.549846025,6.965297298,3.726434124,6.17257152,6.060927021,
8.786903678,2,21.4699078,1.951018017,3.017791998,6.685903552,9.238699344,8.870370496,4.250682022,5.507129557,6.792679595,
9.11908355,2,16.08590903,1.502086872,4.9096029,6.367690763,9.238699344,7.147490889,3.867438529,9.70148283,7.597939678,
22.33969294,2,23.57049308,1.882164809,3.626424208,5.845078917,9.238699344,9.542557785,4.187160501,6.517086406,7.13331734,
7.190120626,6,25.89425764,1.285661307,3.273455828,8.118667234,7.926545765,10.28616245,3.706727802,5.900492914,6.9659018,
20.46439353,7,22.81532386,2.103701285,4.256100309,4.110700193,7.637504718,9.300903636,4.398201291,7.869013187,7.039095905,
21.40331596,2,24.54733523,1.479861837,5.181585085,4.952263595,9.238699344,9.855147273,3.850260707,10.62360386,8.271128982,
20.98629355,2,30.04642841,2.208548767,4.242815006,4.569199982,9.238699344,11.61485709,4.505064737,7.836681971,7.879648824,
11.9816398,4,16.36104226,2.424580556,3.002509684,3.742369467,8.549846025,7.235533524,4.740500575,5.484914557,6.124887339,
14.1408949,1,17.22276748,2.339798885,2.565429375,2.396947919,9.609835396,7.511285592,4.645574851,4.905790686,6.064771165,
2.73756153,5,24.01868362,2.469558605,5.044709269,9.991958215,8.230406265,9.685978758,4.792235328,10.14651407,8.584874112,
2.923508093,4,26.07673596,2.133632979,4.12941885,9.999316621,8.549846025,10.34455551,4.428234846,7.567868791,7.934819575,
19.6731879,6,21.44474044,1.219777895,2.949537667,3.47510452,7.926545765,8.862316941,3.660607748,5.408995803,6.060103284,
11.43914379,6,19.62631868,2.162349418,5.765991262,4.193394545,7.926545765,8.280421979,4.457402475,12.9956437,8.450906607,
23.39455455,4,15.79535215,2.262717871,4.509366638,6.85799624,8.549846025,7.054512688,4.562127814,8.520784222,7.275332196,
3.236866055,6,13.94502188,2.302639303,3.554321208,9.99344866,7.926545765,6.462407001,4.605012366,6.383672127,6.713239531,
10.55650519,8,26.27684037,2.713576498,3.680413443,4.989795005,7.362560368,10.40858892,5.09041414,6.61963598,7.05718298,
7.471739422,3,18.53833006,1.640455515,2.997141164,7.883037962,8.885663811,7.932265618,3.978030007,5.4771441,6.590638914,
9.257071315,6,18.44400199,2.614324097,4.400398073,6.234690668,7.926545765,7.902080635,4.965471256,8.231926526,7.251866556,
23.76733526,6,19.13260278,2.570969006,4.930803196,7.206000008,7.926545765,8.122432888,4.912491536,9.769672148,7.843795683,
0.305903956,5,20.10244877,1.595863276,5.129234882,9.181772573,8.230406265,8.432783606,3.941692373,10.43792026,8.170529785,
7.847686533,6,23.03664542,1.107975773,4.416144984,7.55509284,7.926545765,9.371726536,3.585177401,8.27286435,7.41405853,
8.215785279,3,31.40585646,2.465856802,4.9093216,7.221547091,8.885663811,12.04987407,4.787940799,9.700582083,8.777025069,
20.73711269,5,18.62373195,2.667292973,2.698733985,4.346996819,8.230406265,7.959594223,5.031508706,5.07140033,6.20042162,
5.324369328,8,23.46882309,1.556012572,3.553632956,9.385383553,7.362560368,9.510023387,3.909783772,6.382417808,7.009737203,
0.278753741,4,20.9650405,2.219534695,4.168648252,9.16579924,8.549846025,8.70881296,4.51653392,7.659434317,7.5694488,
13.53128438,4,27.39083921,2.558523413,4.728233721,2.690980012,8.549846025,10.76506855,4.897458679,9.142048079,7.854187075,
8.529632271,5,21.44140453,2.173653497,5.687659068,6.929426835,8.230406265,8.861249451,4.468980035,12.64327929,8.798053621,
11.80456987,3,19.96777471,1.696976628,3.59887468,3.885687844,8.885663811,8.389687908,4.025067194,6.465637995,6.588343965,
12.10962481,3,23.38626992,1.005816377,2.557346928,3.641338451,8.885663811,9.483606376,3.519252518,4.896041639,6.210650878,
9.114765604,3,22.88104655,1.122026591,4.917969567,6.371846807,8.885663811,9.321934895,3.594465637,9.728321869,7.91609411,
15.25415693,1,23.61659691,2.65969909,3.261782533,2.064798043,9.609835396,9.55731101,5.021951702,5.881606745,6.808781449,
15.8557508,6,24.85017295,1.686704394,4.897775755,2.00243011,7.926545765,9.952055343,4.016436182,9.663702016,7.478361074,
13.84845567,3,23.3080134,2.142655492,0.792791724,2.528612574,8.885663811,9.458564288,4.437361626,3.390471362,5.826320611,
8.164654907,3,25.67548478,1.09960459,1.051953826,7.268516402,8.885663811,10.21615513,3.579669406,3.548679141,6.327753052,
18.12368412,5,20.19321681,2.171228124,5.320953849,2.515311227,8.230406265,8.461829378,4.466491398,11.13810113,7.824706871,
12.30538411,5,22.97221401,2.016166904,5.050320281,3.491203501,8.230406265,9.351108484,4.312483832,10.16554255,7.777582832,
7.063457803,3,17.07834501,2.544083108,4.548519661,8.221511053,8.885663811,7.465070404,4.880113653,8.62781028,7.656663763,
8.046294727,3,8.999192569,3.154576602,3.494066958,7.376489196,8.885663811,4.879741622,5.712379149,6.275209219,6.515768602,
5.230294244,3,21.38353447,1.134845099,4.430440938,9.432940721,8.885663811,8.842731029,3.602986725,8.310262915,7.70264926,
21.12371097,7,19.24477212,3.054174345,4.650109774,4.694011035,7.637504718,8.158327078,5.560587974,8.913773932,7.414817237,
10.23890557,2,19.05228714,2.884623077,4.301988493,5.289531123,9.238699344,8.096731884,5.318212636,7.982070918,7.454303161,
21.89290696,3,14.85081127,1.843682808,2.877771939,5.415260155,8.885663811,6.752259607,4.152442645,5.308773485,6.092231274,
15.28566025,7,25.25650575,2.255189797,3.551666672,2.059453015,7.637504718,10.08208184,4.55412045,6.378836292,6.574337591,
8.231863354,4,12.20343779,2.370091811,3.038544981,7.206738591,8.549846025,5.905100093,4.679108728,5.537523844,6.208741981,
4.93078312,2,29.88957508,1.714988798,2.367553865,9.572420908,9.238699344,11.56466403,4.040290791,4.676283015,7.328857828,
15.12565952,7,22.74642278,3.290751563,3.57267436,2.08895858,7.637504718,9.278855291,5.928644674,6.417252952,6.70307268,
18.12352868,3,39.45750481,2.535761976,4.869518877,2.515237456,8.885663811,14.62640154,4.870165891,9.57418647,8.800225935,
23.46389396,4,17.75398456,1.808819727,4.654807903,6.923339143,8.549846025,7.681275058,4.121465752,8.927293068,7.441039202,
18.90012649,4,23.04221255,2.048255314,4.74264078,2.942815967,8.549846025,9.373508017,4.343544577,9.184960603,7.503149501,
6.844321534,9,27.42812756,1.883353993,2.72502344,8.394469172,7.101025213,10.77700082,4.188242238,5.105158456,6.784248108,
13.67552226,5,14.71201121,2.509088633,2.151964715,2.614672264,8.230406265,6.707843588,4.838509396,4.446814387,5.550863392,
2.289569418,7,26.10852839,2.30117807,4.857951351,9.941194313,7.637504718,10.35472909,4.603430092,9.537843792,8.374605348,
4.96767871,4,20.85266025,2.654339594,4.297451653,9.556235344,8.549846025,8.672851281,5.015224847,7.97079687,7.794447026,
18.88005843,4,27.47431589,2.32457751,4.628423378,2.93034243,8.549846025,10.79178108,4.628883756,8.851711265,7.742649796,
3.986196842,4,19.47281962,2.293313553,6.184692988,9.886938783,8.549846025,8.231302277,4.594930607,15.08668557,9.789915331,
4.814407626,4,25.90012318,1.502637396,3.692090291,9.621606596,8.549846025,10.28803942,3.86786605,6.642119929,7.495946937,
1.525122807,5,21.43218803,1.659387437,5.105492966,9.748607501,8.230406265,8.858300168,3.993662295,10.35503186,8.297844053,
19.91331597,4,28.68321835,2.430786335,2.578555499,3.659284655,8.549846025,11.17862987,4.747581191,4.92169339,6.7376479,
18.86893809,3,25.39155823,2.379500581,4.395118873,2.923461524,8.885663811,10.12529864,4.689610376,8.218261881,7.497939281,
6.306158247,5,16.43325007,1.970034505,2.785835234,8.789782528,8.230406265,7.258640023,4.268548835,5.18467515,6.385899822,
17.01668829,4,25.2047827,1.740834435,3.095924161,2.120124855,8.549846025,10.06553047,4.062335251,5.622937882,6.434436198,
3.564331756,2,17.64770555,1.727539216,3.136714022,9.962860265,9.238699344,7.647265776,4.050965803,5.684908483,6.889144756,
1.923316709,4,14.8135702,2.504441829,3.344842517,9.865362062,8.549846025,6.740342463,4.83303029,6.018005031,6.816581471,
3.996797019,6,12.8961264,1.570583811,5.823903236,9.884507061,7.926545765,6.126760448,3.921389743,13.26363017,8.562478947,
19.29962535,5,24.81015679,1.440392149,4.9923182,3.205695391,8.230406265,9.939250173,3.820142974,9.970967735,7.709819742,
11.42148769,6,26.29335919,2.108740782,2.856196741,4.208638165,7.926545765,10.41387494,4.403231806,5.27922333,6.553361318,
18.56638412,4,20.66351261,1.483176425,2.73334467,2.744939175,8.549846025,8.612324035,3.852812504,5.11592081,6.012266673,
17.05568346,3,25.95382285,2.407390348,1.704921795,2.129465392,8.885663811,10.30522331,4.720982169,4.031768269,6.204850878,
17.64608756,6,16.18954994,1.981641215,4.095825506,2.312330503,7.926545765,7.18065598,4.279523471,7.490636821,6.35576914,
17.73075877,4,21.53058148,1.703486792,4.859350964,2.344806638,8.549846025,8.889786075,4.030556327,9.542231785,7.391187885,
18.92929273,1,26.26879608,2.028242066,3.048691943,2.961072688,9.609835396,10.40601475,4.324123668,5.552480564,6.8298462,
6.436567927,3,17.32877763,1.367221264,4.622721293,8.698073055,8.885663811,7.545208842,3.765600045,8.835485598,7.559747524,
21.14315087,2,25.16480353,2.193552322,3.618470762,4.711787031,9.238699344,10.05273713,4.489492951,6.502172882,7.178016452,
20.11665837,4,16.10481361,1.160170367,4.266106851,3.821437137,8.549846025,7.153540356,3.619955757,7.893483379,6.614857155,
17.00524328,5,24.66577383,2.092798403,3.158805058,2.117448791,8.230406265,9.893047626,4.387353848,5.718911965,6.429580016,
12.07431171,2,27.22005397,1.436221763,5.359274367,3.668993216,9.238699344,10.71041727,3.816989497,11.28487082,8.50558179,
4.964761718,6,23.79035049,2.215052018,3.499483968,9.557525295,7.926545765,9.612912156,4.511847728,6.284849521,7.251468516,
8.629530462,4,16.11663714,1.933083867,3.700022396,6.835242104,8.549846025,7.157323885,4.233961065,6.657455701,6.668987116,
6.866922581,5,19.25064885,1.098593035,3.39079526,8.376933197,8.230406265,8.160207631,3.579005129,6.095515805,6.660271866,
1.853011581,5,21.02679391,2.544736026,2.242700719,9.847321197,8.230406265,8.72857405,4.880895662,4.540891386,6.714974731,
13.90403557,2,12.53559243,1.098598737,5.121593095,2.502233733,9.238699344,6.011389577,3.579008873,10.4111517,7.139388443,
18.15595518,5,15.95824901,1.839822814,4.661840372,2.530732899,8.230406265,7.106639683,4.148990777,8.947578813,6.834554279,
0.963687794,6,19.61958989,1.615886898,5.441789632,9.525375709,7.926545765,8.278268766,3.957926044,11.60896127,8.467774067,
19.96798593,1,13.17047706,2.124133003,3.390071494,3.702341038,9.609835396,6.21455266,4.418662019,6.094283478,6.247129162,
6.954618687,7,21.89302269,2.077767755,4.918464797,8.308223921,7.637504718,9.005767261,4.372480026,9.729913424,7.95294682,
0.45574829,6,22.13674049,2.427502792,3.941690226,9.26744836,7.926545765,9.083756955,4.743832486,7.149784124,7.422507115,
8.037163725,5,25.26839892,1.559321968,3.50193925,7.384773191,8.230406265,10.08588765,3.912413533,6.289226185,7.070986665,
20.23558069,5,19.36027191,1.525549074,3.205349803,3.918733159,8.230406265,8.195287012,3.885745635,5.791586177,6.191636951,
10.39095239,4,23.02611277,1.404315217,5.00864913,5.145405041,8.549846025,9.368356088,3.793043163,10.02527798,7.864372954,
4.200046722,2,14.96549863,2.030729056,2.192473094,9.832970402,9.238699344,6.78895956,4.326528266,4.488376058,6.400647292,
6.383309135,6,23.41338472,1.42887556,4.647339367,8.735855756,7.926545765,9.492283111,3.811447878,8.905814299,7.791385216,
21.25875365,4,23.66488897,2.318473791,5.015128161,4.818068966,8.549846025,9.57276447,4.622220302,10.04692708,8.044851179,
17.1858824,9,25.93546748,2.070770249,1.564413455,2.163136786,7.101025213,10.29934959,4.365587178,3.916466479,5.744446019,
6.582104076,1,14.58073825,1.888897302,4.659312102,8.592566575,9.609835396,6.665836238,4.193291752,8.940278976,7.635133028,
16.68284181,8,18.86670061,1.531081481,4.748501569,2.054337233,7.362560368,8.037344197,3.89008855,9.202491101,6.824179676,
7.461930864,5,18.9615463,1.211318138,3.11611298,7.891397724,8.230406265,8.067694815,3.654776711,5.653478682,6.475758935,
20.2292633,6,18.76355061,1.6378551,3.041551724,3.913520658,7.926545765,8.004336196,3.975892412,5.541949234,6.035291711,
18.25119965,2,22.66827198,1.47872657,3.218269293,2.577474977,9.238699344,9.253847034,3.849387509,5.812009097,6.469737004,
1.19103087,2,23.48434562,3.084407799,6.140726229,9.623835397,9.238699344,9.514990599,5.605630902,14.84961649,10.28913266,
16.45401826,7,24.96449532,1.868739762,5.166799952,2.024052153,7.637504718,9.988638501,4.17498549,10.57075151,7.733856411,
4.12080829,7,31.21854247,2.167445062,3.242514297,9.854169289,7.637504718,11.98993359,4.462614663,5.850632592,7.558617301,
18.43862259,1,20.64345282,2.020238963,5.012729228,2.674724548,9.609835396,8.605904901,4.316402558,10.03890446,7.785572365,
8.658325147,2,24.38333437,2.217296693,3.236999454,6.808001469,9.238699344,9.802666999,4.51419322,5.841812932,7.144455939,
0.699338711,5,20.56724247,0.321083442,2.83608151,9.397534413,8.230406265,8.581517591,3.142828689,5.251910571,6.506277122,
14.65685787,5,18.79086634,1.855991829,3.426290953,2.208867411,8.230406265,8.013077228,4.163487283,6.156410239,6.149203968,
21.2894195,8,17.24009967,1.804087131,4.109484948,4.846420502,7.362560368,7.516831893,4.117295209,7.521910147,6.540552588,
21.017867,4,26.4558412,2.019436115,5.149445935,4.59774231,8.549846025,10.46586918,4.315629416,10.50912928,8.278781939,
11.07850904,4,23.98790784,1.445909285,5.326155971,4.510881336,8.549846025,9.676130509,3.824323221,11.15788863,8.208514673,
16.8219074,9,24.47116591,3.429528582,3.041232886,2.07864309,7.101025213,9.830773092,6.16200939,5.5414797,6.489069758,
9.478529098,7,26.85203129,1.752802025,4.465309612,6.020754623,7.637504718,10.59265001,4.072623263,8.402418033,7.583356471,
1.173202636,5,19.44573733,2.329141237,3.343043848,9.61650569,8.230406265,8.222635944,4.633877056,6.015001142,6.983534765,
4.540010193,4,18.64051055,0.757917465,2.618798849,9.726175801,8.549846025,7.964963377,3.370454014,4.970993954,6.440968449,
15.27705522,4,13.19286615,1.242259448,4.493613401,2.060890334,8.549846025,6.221717169,3.676203607,8.47821139,6.439105811,
20.92674647,8,23.88391596,2.933336398,3.856086732,4.51559758,7.362560368,9.642853106,5.386108321,6.969706892,7.020776185,
6.012003812,3,27.25987551,2.328087529,4.102714522,8.986335921,8.885663811,10.72316016,4.632723324,7.506387038,7.998859163,
3.840367328,4,22.32251947,2.722574988,4.266926874,9.917796898,8.549846025,9.143206229,5.101998806,7.895493199,7.919437861,
15.7215047,5,16.32660356,1.542982561,4.657507612,2.00905555,8.230406265,7.224513138,3.899464775,8.93507359,6.752304467,
5.107403078,4,21.08980474,1.986970772,3.657295638,9.492388772,8.549846025,8.748737518,4.284580565,6.575443008,7.238504601,
11.04059208,4,18.40518069,1.410118992,2.520528797,4.544961038,8.549846025,7.889657822,3.797375377,4.852043839,5.9574851,
2.755314245,1,32.85387425,1.761618934,3.66318174,9.993009088,9.609835396,12.51323976,4.080235592,6.586654851,8.215959513,
13.95645393,5,15.11984176,1.579940494,4.823105805,2.477933492,8.230406265,6.838349362,3.928879486,9.429417026,6.87614548,
3.378019294,3,19.4519859,1.89818935,3.480541649,9.983321042,8.885663811,8.224635489,4.201782219,6.251233677,7.136118511,
9.092180112,5,30.49287511,2.807916899,2.82275316,6.393578748,8.230406265,11.75772004,5.214050072,5.233938564,7.249974718,
19.81378824,5,16.42738175,1.915213319,4.408653081,3.581953815,8.230406265,7.256762161,4.217422971,8.253353945,6.775119844,
6.974307835,2,18.22341908,2.525607872,4.55016396,8.292654007,9.238699344,7.831494106,4.858073376,8.632343259,7.804621744,
4.372687779,6,21.04585092,2.892289217,4.720717304,9.781927764,7.926545765,8.734672293,5.328806584,9.119761693,8.112126213,
7.823172234,1,23.13138333,2.039746154,5.484748907,7.576897893,9.609835396,9.402042665,4.335267512,11.78214315,8.961761848,
15.43669421,6,29.60778,2.186470532,2.992567136,2.037005025,7.926545765,11.4744896,4.482173151,5.470537271,6.621503387,
0.140342121,6,13.82797473,2.560719934,5.408841969,9.082263762,7.926545765,6.424951913,4.900106176,11.47821958,8.202013021,
20.96519627,2,23.33988637,1.922925401,4.223206362,4.550174417,9.238699344,9.468763638,4.224544958,7.789287374,7.378205242,
1.054266698,8,16.2853408,1.98620967,3.230179207,9.56589663,7.362560368,7.211309057,4.283857686,5.830933526,6.477415143,
18.94165416,6,16.38462023,2.169979223,6.170543831,2.968855975,7.926545765,7.243078474,4.465210898,15.00991976,8.726828553,
2.182509742,4,14.83971757,2.776471043,4.034346967,9.922197192,8.549846025,6.748709624,5.172299311,7.352059653,7.292008607,
8.199427933,2,22.66557021,1.922068902,6.126394617,7.236593886,9.238699344,9.252982466,4.223752867,14.77327224,9.698727996,
18.29336294,4,21.7601621,1.826542697,2.610057125,2.598747464,8.549846025,8.963251872,4.137157026,4.960214561,6.077990099,
19.12643023,5,27.30113068,1.713255363,2.419678942,3.088383976,8.230406265,10.73636182,4.038820756,4.734920873,6.330432427,
16.16291631,5,21.4442114,2.209417525,5.173929275,2.003099674,8.230406265,8.862147647,4.505969804,10.59619611,7.698873544,
8.978364884,7,17.6007376,1.427318414,3.625226973,6.502901006,7.637504718,7.632236033,3.810275415,6.514838314,6.420744828,
4.977808684,6,19.02833623,2.398869403,5.824463032,9.551741948,7.926545765,8.089067592,4.711358763,13.26625223,9.080444288,
1.729071523,3,9.931503065,1.993284819,5.20506332,9.812816049,8.885663811,5.178080981,4.290586338,10.7082019,7.8646084,
13.20141311,5,22.32343215,1.85015656,3.074770602,2.880447414,8.230406265,9.143498287,4.158244366,5.591211519,6.271837981,
18.16508269,4,21.34622736,2.089975221,4.319973731,2.535133069,8.549846025,8.830792754,4.384553028,8.0269741,7.014643898,
16.99794473,1,9.070245661,2.425241803,3.157354673,2.115757756,9.609835396,4.902478611,4.741254169,5.716669877,5.777290374,
9.229175194,2,24.9996739,3.054709986,4.255312757,6.261604292,9.238699344,9.999895647,5.561381076,7.867091609,7.946283125,
17.51934257,1,18.24607499,2.498581894,4.158573378,2.266606047,9.609835396,7.838743998,4.826135841,7.635775784,6.972336387,
12.98449171,4,26.10855006,1.749688797,4.916376164,3.015918879,8.549846025,10.35473602,4.069942029,9.723203266,7.813457682,
1.538244355,3,23.68928687,1.759244184,1.953655279,9.753014323,8.885663811,9.580571798,4.078182538,4.253151415,6.760130486,
20.56440699,7,25.78453743,1.510186342,4.892793904,4.196457524,7.637504718,10.25105198,3.873738216,9.647843444,7.666457768,
0.494558614,4,18.2281257,2.623425434,2.344098726,9.288944664,8.549846025,7.833000223,4.976714857,4.650309035,6.595899398,
17.00497644,9,16.83164306,2.134806211,4.461955574,2.117386754,7.101025213,7.386125778,4.429419701,8.393495386,6.513101429,
14.32584124,7,23.16071818,1.734390223,6.713536561,2.322926951,7.637504718,9.411429819,4.056816614,18.30527218,9.945024579,
6.723864747,4,23.28567431,2.485409486,4.200288289,8.486713153,8.549846025,9.451415778,4.810699161,7.734381342,7.731377911,
20.14657508,4,25.33279908,1.46472529,1.489029569,3.845747174,8.549846025,10.10649571,3.838652149,3.857327255,6.04077167,
9.02593234,4,20.2086175,2.569137236,3.390846267,6.457252847,8.549846025,8.466757598,4.910274082,6.095602667,6.859781626,
12.17159679,6,30.55156587,1.593643349,5.632804164,3.593222769,7.926545765,11.77650108,3.939900929,12.40326783,8.808892181,
14.93175503,5,16.84219255,2.066606749,3.928921876,2.132547492,8.230406265,7.389501617,4.361495456,7.122515956,6.346290204,
18.96461903,3,20.4725609,1.416599475,3.23121798,2.983387398,8.885663811,8.551219489,3.802225089,5.832588549,6.295936982,
5.560448817,5,20.54739055,2.599279211,3.683144193,9.258391973,8.230406265,8.575164977,4.94697817,6.624884305,7.263814371,
15.85143493,2,21.73836995,1.318616335,3.335570257,2.002577685,9.238699344,8.956278385,3.730275548,6.002543816,6.386071569,
8.978129642,2,18.12294837,1.983013621,5.414510315,6.503126597,9.238699344,7.799343478,4.280824644,11.50058513,8.364261691,
12.35159634,9,18.93494059,1.962970666,3.198542624,3.45656844,7.101025213,8.059180987,4.261895555,5.780869551,5.96433806,
17.97502638,3,14.17673189,1.785048836,4.20892754,2.44702177,8.885663811,6.536554204,4.100600605,7.755017431,6.47577113,
19.88843519,8,20.18608734,1.517274451,3.975624431,3.639824144,7.362560368,8.459547949,3.879268709,7.222961814,6.471146364,
13.213331,4,26.11342186,2.122568906,6.379416179,2.873249552,8.549846025,10.356295,4.41708955,16.1903371,9.8090722,
19.35253771,7,23.2114974,2.868956264,4.340577627,3.242520632,7.637504718,9.427679169,5.296667187,8.0788296,7.220271158,
15.73715094,5,10.44509943,1.17225366,3.564496703,2.008066959,8.230406265,5.342431819,3.628115274,6.402258608,5.56167495,
11.30591291,3,23.12200436,1.483456055,3.10768328,4.309213886,8.885663811,9.399041396,3.853027944,5.640695402,6.550676639,
4.979346324,1,27.78615909,2.117949778,3.195919154,9.551058029,9.609835396,10.89157091,4.412451662,5.776747479,7.67090164,
6.825781779,7,22.82265202,1.96000589,2.445765524,8.408800716,7.637504718,9.303248645,4.259108913,4.764747484,6.510276772,
16.57467578,4,26.6211739,1.353559935,3.64382063,2.038511524,8.549846025,10.51877565,3.755599196,6.549878903,6.733658997,
9.695033387,7,19.58795708,1.824658337,2.240086869,5.811541959,7.637504718,8.268146267,4.135483184,4.538131347,5.950820434,
6.698541378,4,15.29595242,2.391775049,3.150946637,8.505839951,8.549846025,6.894704775,4.703372494,5.706780135,6.592202694,
3.161840002,6,17.84925229,2.053797425,3.455690618,9.996941141,7.926545765,7.711760733,4.34895129,6.207531606,6.859405154,
10.77696257,3,18.2758799,2.533158678,3.152250094,4.785130142,8.885663811,7.848281567,4.867060757,5.70878967,6.511351142,
10.60173288,8,23.33803271,1.306206886,4.84528364,4.947554341,7.362560368,9.468170467,3.721370582,9.498244582,7.454649092,
